,tweets,sentiment,predict_sentiment
3194,"['waspada', 'varian', 'xbb', 'dinkes', 'kota', 'diri', 'gencar', 'vaksinbooster']",1.0,1.0
5331,"['dasar', 'kaji', 'teliti', 'turun', 'kebal', 'tubuh', 'minimal', 'vaksin', 'pilih', 'vaksin', 'booster', 'kuat', 'capai', 'sistem', 'imun']",-1.0,-1.0
505,"['jakarta', 'informasi', 'lokasi', 'vaksin', 'booster', 'siang', 'jaktim', 'jaksek', 'terimakasih']",1.0,1.0
2943,"['tenaga', 'sehat', 'kepri', 'vaksin', 'booster']",1.0,1.0
3075,"['sore', 'vaksin', 'booster', 'stasiun', 'kutoarjo', 'sedia']",1.0,1.0
4118,"['habis', 'vaksin', 'booster', 'tangan', 'nyeri', 'banget']",1.0,1.0
3262,"['pagi', 'aceh', 'vaksin', 'booster']",1.0,1.0
4518,"['izin', 'admin', 'sedia', 'vaksin', 'booster', 'tumpang', 'stasiun', 'tawang', 'semarang', 'sedia', 'syarat', 'bawa', 'terimakasih']",1.0,1.0
2080,"['bapa', 'sulit', 'dosen', 'pikir', 'dangkal', 'atur', 'naek', 'kota', 'vaksin', 'booster', 'vaksin', 'gratis']",1.0,1.0
2223,"['vaksin', 'booster', 'terap', 'protokol', 'sehat', 'kunci', 'pisah']",1.0,1.0
1881,"['vaksinasi', 'warga', 'nglundo', 'vaksin', 'booster', 'vaksin', 'dosis', 'tiga', 'tambah', 'lindung', 'vaksin', 'dosis', 'tiga', 'infeksi', 'virus', 'covid']",1.0,1.0
1047,"['stasiun', 'layan', 'vaksin', 'booster']",1.0,1.0
5027,"['informasi', 'vaksin', 'booster', 'daerah', 'jabodetabek', 'jakpus']",1.0,1.0
3499,"['eks', 'menkes', 'siti', 'fadilah', 'vaksin', 'booster', 'covid', 'akibat', 'gagal', 'ginjal', 'part']",-1.0,-1.0
106,"['vaksin', 'booster', 'pfizer', 'gada', 'efek', 'gel', 'itu', 'parah', 'pas', 'vaksin', 'beda', 'beda', 'efek']",-1.0,-1.0
5351,"['trip', 'bal', 'terbang', 'jawa', 'yia', 'cek', 'vaksin', 'booster', 'via', 'pedulilindungi', 'proses', 'check', 'antri', 'reschedule', 'pesawat', 'info', 'jam', 'tunggu']",-1.0,-1.0
2647,"['vaksin', 'booster', 'lanjutusia', 'surat', 'edar', 'stok', 'vaksin', 'habis']",1.0,1.0
2944,"['lebihbaik', 'kai', 'sesuai', 'kartutandapenduduk', 'gaboleh', 'potokopi', 'mesti', 'vaksin', 'booster']",-1.0,1.0
3903,"['terima', 'vaksin', 'booster', 'usia', 'maaf', 'tumpang', 'jalan', 'kakinformasi', 'syarat', 'lengkap', 'tumpang', 'kakak', 'cek', 'link', 'terimakasih']",1.0,1.0
5253,"['vaksin', 'booster', 'degan', 'mas', 'denyute', 'mbak', 'degan', 'mesti', 'isin', 'cahh']",-1.0,-1.0
1108,"['terima', 'vaksin', 'booster', 'indovac']",1.0,1.0
5231,"['keliling', 'rumah', 'sakit', 'kota', 'stock', 'vaksin', 'booster', 'pusing', 'bgtt']",-1.0,-1.0
1086,"['heran', 'vaksin', 'booster', 'pakai', 'menyatakancinta', 'bayar', 'nyusahin']",1.0,1.0
2098,"['banget', 'vaksin', 'booster', 'vaksin', 'sakit', 'takut']",-1.0,1.0
1172,"['vaksin', 'booster', 'duduk', 'usia', 'salah', 'ikhtiar', 'bangsa', 'indonesia', 'pandemi', 'covid']",-1.0,-1.0
5303,"['sen', 'tiket', 'vaksin', 'booster', 'usaha', 'cari', 'cariiiii']",-1.0,-1.0
3589,"['covid', 'tingkat', 'warga', 'jateng', 'vaksinbooster']",1.0,1.0
3898,"['capai', 'vaksinasi', 'covid', 'kaltara', 'kepala', 'dinas', 'sehat', 'ajak', 'masyarakat', 'vaksin', 'booster', 'tribun', 'kaltara']",1.0,1.0
4003,"['informasi', 'vaksin', 'booster', 'surabaya']",1.0,1.0
1379,"['informasi', 'vaksin', 'booster', 'boyolali', 'cari']",-1.0,1.0
4577,"['daerah', 'jakpus', 'vaksin', 'booster', 'tanggal', 'keliling', 'habis']",-1.0,-1.0
2166,"['batas', 'saran', 'vaksin', 'booster', 'tiket', 'aplikasi']",-1.0,-1.0
2702,"['jaga', 'protokol', 'sehat', 'vaksin', 'booster', 'putus', 'sebar', 'covid', 'varian', 'omicron']",1.0,1.0
1700,"['gais', 'suka', 'pergi', 'lupa', 'tetep', 'patuh', 'protokol', 'sehat', 'vaksin', 'booster', 'berita', 'varian']",1.0,1.0
3256,"['maju', 'kim', 'doyoung', 'takut', 'vaksin', 'booster', 'bpjs']",1.0,1.0
1630,"['vaksin', 'booster', 'ayo']",1.0,1.0
5214,"['tonton', 'wajib', 'vaksinasi', 'lengkap', 'tonton', 'usia', 'wajib', 'terima', 'vaksin', 'booster', 'bawah', 'minimal', 'vaksin', 'stefan']",-1.0,-1.0
5373,"['holding', 'bumn', 'farmasi', 'harap', 'indovac', 'vaksinasi', 'anak', 'oleh', 'desember', 'menteri', 'bumn', 'erick', 'thohir', 'terbit', 'eua', 'indovac', 'vaksin', 'primer', 'dewasa', 'kesiap', 'vaksin', 'booster']",-1.0,1.0
416,"['ingpo', 'vaksin', 'booster', 'dom', 'bekas', 'sksksk']",-1.0,-1.0
3409,"['vaksin', 'booster', 'efek', 'gel']",1.0,1.0
691,"['carat', 'only', 'kartutandapenduduk', 'im', 'turning', 'year', 'vaksin', 'booster', 'nnton', 'konser', 'svt', 'hadir', 'tukar', 'tiket', 'libur', 'aya', 'thank', 'much', 'moga', 'rezeki', 'bahagia', 'serta', 'both']",1.0,1.0
2399,"['vaksin', 'indovac', 'buat', 'negeri', 'vaksin', 'booster', 'contoh', 'beliau', 'imbau', 'masyarakat', 'utama', 'tenaga', 'sehat', 'lanjutusia', 'vaksin', 'booster', 'imunitas', 'jaga']",1.0,1.0
1204,"['solusi', 'cari', 'vaksin', 'booster', 'menyatakancinta', 'vaksin', 'bayar', 'lebihbaik', 'booster', 'gratis', 'manfaat']",1.0,1.0
564,"['kapal', 'pelnikebetulan', 'vaksin', 'booster', 'ribet', 'urus', 'kapal']",-1.0,-1.0
478,"['nonton', 'avatar', 'vaksin', 'booster', 'males', 'cari', 'vaksin', 'yasudahlah', 'tunggu', 'disney', 'ajaaaa']",-1.0,-1.0
1788,"['respon', 'menteri', 'sehat', 'jambi', 'ajak', 'masyarakat', 'vaksin', 'booster']",1.0,1.0
3630,"['ayo', 'manfaat', 'pekan', 'vaksin', 'booster', 'surabaya', 'titik']",1.0,1.0
179,"['beritapapua', 'ratus', 'nakes', 'biak', 'papua', 'vaksin', 'booster']",-1.0,-1.0
3751,"['pas', 'vaksin', 'booster', 'sakit', 'njir']",-1.0,-1.0
142,"['milik', 'komunikasi', 'tim', 'milik', 'minat', 'lapang', 'milik', 'sertifikat', 'vaksin', 'covid', 'wajib', 'vaksin', 'booster', 'sedia', 'indonesia']",1.0,1.0
2022,"['vaksin', 'booster', 'bekas', 'sakit', 'senggol']",-1.0,-1.0
5913,"['atur', 'ubah', 'dasar', 'langgan', 'vaksin', 'booster', 'boleh', 'lengkap', 'hasil', 'negatif', 'rtpcr', 'agustus', 'laku']",1.0,1.0
1075,"['sebar', 'covid', 'varian', 'xxb', 'cepat', 'luas', 'upaya', 'tekan', 'laju', 'covid', 'sedia', 'vaksin', 'booster', 'tahap', 'vaksinasi', 'prioritas', 'masyarakat', 'usia']",1.0,1.0
1049,"['stasiun', 'layan', 'vaksin', 'booster']",1.0,1.0
1559,"['ayo', 'gais', 'vaksin', 'booster', 'kuat', 'imun', 'tubuh']",1.0,1.0
3558,"['layan', 'vaksin', 'booster', 'stasiun', 'malang', 'sedia', 'kuota', 'batas', 'utama', 'calon', 'tumpang', 'kakak', 'vaksin', 'berangkat', 'jam', 'operasional', 'wib', 'buka', 'kuota', 'sedia', 'terimakasih']",-1.0,1.0
5890,"['vaksin', 'booster', 'terap', 'protokol', 'sehat', 'putus', 'rantai', 'sebar', 'virus', 'cvid', 'varian', 'omicron']",1.0,1.0
605,"['juta', 'duduk', 'indonesia', 'terima', 'vaksin', 'booster']",1.0,1.0
5641,"['penjahatkelamin', 'bentuk', 'adu', 'balikpapan', 'pungli', 'dmna', 'orng', 'vaksin', 'booster', 'berangkat', 'bayar', 'rp', 'ratus', 'rbu', 'rtus', 'rbu', 'praktek', 'tindak']",-1.0,1.0
1599,"['ngelepas', 'ayah', 'berangkat', 'bonus', 'vaksin', 'booster', 'gapake', 'antri', 'tertawa']",1.0,1.0
5854,"['vaksin', 'booster', 'bukti', 'selamat', 'nyawa']",1.0,1.0
93,"['jaga', 'jarak', 'patuh', 'prokes', 'vaksin', 'booster', 'lengkap', 'kunci', 'sehat']",1.0,1.0
1747,"['ayo', 'jaga', 'hidup', 'sehat', 'lupa', 'ambil', 'vaksin', 'booster']",1.0,1.0
5335,"['selamat', 'pagi', 'informasi', 'vaksin', 'booster', 'area', 'kalong', 'terima', 'kasih']",1.0,1.0
497,"['aaaa', 'besok', 'vaksin', 'booster', 'moga', 'hasil']",1.0,1.0
3142,"['sayang', 'warga', 'efalina', 'gultom', 'gelar', 'vaksin', 'booster', 'cilincing', 'jakarta', 'utara']",1.0,1.0
3143,"['ein', 'vaksin', 'booster', 'covid', 'kipi', 'efek', 'samping', 'banget', 'gejala', 'nyentuh', 'covid', 'gejala', 'abnormal', 'ein', 'korban', 'embung', 'data', 'vaksin', 'daerah', 'tinggal', 'ein', 'cerita']",-1.0,1.0
3303,"['cari', 'vaksin', 'booster']",-1.0,-1.0
4019,"['syarat', 'pesawat', 'november', 'tumpang', 'vaksin', 'booster']",-1.0,-1.0
2313,"['foto', 'vaksin', 'booster', 'covid', 'lanjutusia']",1.0,1.0
5201,"['orgtuanya', 'tinggal', 'bangett', 'ketemu', 'alm', 'ayah', 'juang', 'drama', 'cari', 'vaksin', 'booster', 'allah', 'kabayang', 'jadi', 'kaya', 'timpa']",1.0,1.0
721,"['jbrfess', 'informasi', 'vaksin', 'booster', 'rek', 'terima', 'kasih']",1.0,1.0
1038,"['sea', 'kenal', 'terimakasih', 'adain', 'giveaway', 'mama', 'sea', 'terimakasih', 'moga', 'sea', 'keluarga', 'rezeki', 'bahagia', 'sehat', 'izin', 'ikut', 'umur', 'legal', 'vaksin', 'booster']",1.0,1.0
4614,"['sedia', 'vaksin', 'booster']",1.0,1.0
1699,"['lupa', 'jaga', 'bersih', 'masker', 'tetep', 'pakai', 'vaksin', 'booster', 'hatihati']",1.0,1.0
2618,"['nyuhunkeun', 'informasi', 'vaksin', 'booster']",1.0,1.0
4994,"['vaksin', 'booster', 'dinkes', 'kotim', 'siap', 'dosis', 'lokasiini']",1.0,1.0
472,"['hubung', 'vaksin', 'sertifikat', 'tunggu', 'berangkat', 'besok', 'bukti', 'vaksin', 'tidakadauang', 'pas', 'vaksin', 'booster', 'serah', 'fc', 'kartutandapenduduk', 'terima', 'berkas', 'apa', 'bantu']",1.0,1.0
1302,"['booster', 'prokes', 'kunci', 'pisah', 'fakta', 'potensi', 'naik', 'vaksin', 'booster', 'bareng', 'disiplin', 'protokol', 'sehat', 'ilmiah', 'vaksin', 'bukti', 'bentuk', 'kebal', 'komunitas']",1.0,1.0
3571,"['akuu', 'dkt', 'pvj', 'nonton', 'sana', 'kayak', 'vaksin', 'booster', 'brita', 'gtuuuu', 'lebihbaik', 'coba', 'mnurutku', 'gamungkin', 'booster']",-1.0,1.0
228,"['covid', 'teman', 'tiongkok', 'lupa', 'jaga', 'vaksin', 'booster', 'terap', 'protokol', 'sehat']",1.0,1.0
4600,"['covid', 'xbb', 'indonesia', 'kurang', 'mati', 'laku', 'vaksin', 'booster']",1.0,1.0
4915,"['vaksin', 'booster', 'jabodetabek', 'langka', 'informasi', 'booster', 'terimakasih']",1.0,1.0
5917,"['relokasi', 'vaksin', 'booster', 'atas', 'batas', 'stok']",-1.0,-1.0
110,"['vaksin', 'utama', 'abang', 'masuk', 'rakyat', 'china', 'msia', 'putus', 'rantai', 'covid', 'suntik', 'vaksin', 'booster', 'tangki', 'lori', 'virus', 'putus', 'bawa', 'negara']",1.0,1.0
473,"['susah', 'banget', 'cari', 'vaksin', 'booster', 'yaallah']",-1.0,-1.0
4726,"['gais', 'habis', 'vaksin', 'booster', 'pfizer']",1.0,1.0
3334,"['covid', 'tanjak', 'imbau', 'masyarakat', 'vaksin', 'booster', 'simak', 'informasi', 'lengkap']",1.0,1.0
3946,"['avanture', 'incroyable', 'stasiun', 'tolak', 'garagara', 'vaksin', 'booster', 'mdrrrrr']",-1.0,-1.0
5210,"['kakak', 'informasi', 'vaksin', 'booster']",1.0,1.0
3132,"['bodo', 'yok', 'ngegassss', 'tungguin', 'suppasit', 'kuat', 'suntik', 'vaksin', 'booster']",-1.0,1.0
1544,"['kirain', 'habis', 'vaksin', 'booster', 'hadiah', 'mood', 'booster']",1.0,1.0
730,"['selamat', 'malam', 'tumpang', 'joglosemarkerto', 'syarat', 'vaksin', 'booster', 'booster']",1.0,1.0
4767,"['bossssaaan', 'gila', 'sakit', 'diobatin', 'layak', 'batuk', 'pilek', 'gel', 'masiiih', 'maksa', 'vaksinbooster', 'modal', 'takut', 'virus', 'variant', 'muncul', 'negara', 'vega', 'fadia', 'golkar', 'esemka']",-1.0,-1.0
3837,"['efek', 'vaksin', 'booster', 'rada', 'keleyengan', 'iq', 'rada', 'anjlok', 'salah', 'kirim', 'chat', 'melulu']",-1.0,-1.0
4984,"['informasi', 'vaksin', 'booster', 'solo']",1.0,1.0
272,"['adek', 'cari', 'vaksin', 'booster']",-1.0,-1.0
1170,"['ayo', 'sahabat', 'kepolisianresor', 'buleleng', 'vaksin', 'booster', 'sehat']",1.0,1.0
2571,"['istri', 'teman', 'booster', 'pesawat', 'pgkcgk', 'pimpinanpusat', 'beli', 'surat', 'rbtrip', 'tumpang', 'pesawat', 'haluoleo', 'kendari', 'pungli', 'uang', 'rp', 'tugas', 'tumpang', 'suntik', 'vaksin', 'booster']",-1.0,-1.0
896,"['rek', 'uner', 'informasi', 'vaksin', 'booster', 'area', 'sby']",1.0,1.0
2244,"['ajak', 'masyarakat', 'vaksin', 'booster']",1.0,1.0
1498,"['jetis', 'kepolisianresor', 'mojokerto', 'kota', 'kapalsek', 'jetis', 'laku', 'tinju', 'gerai', 'vaksin', 'booster', 'dsbanjarsari', 'jetis', 'kepolisianresor', 'mojokerto', 'kota', 'disiplinjujurikhlas', 'melindungimengayomi', 'layan', 'masyarakat']",-1.0,1.0
5706,"['bismillahirrahmanirrahim', 'maju', 'shinwaka', 'cerai', 'arc', 'vaksin', 'booster']",-1.0,1.0
336,"['nanyaa', 'nanyaa', 'rusa', 'jinak', 'vaksin', 'booster', 'tubuh', 'kebal', 'dingin', 'rumput', 'lumut', 'ku', 'makan', 'mata', 'jelalat', 'tebus', 'cahaya', 'gelapamp', 'kuku', 'ku', 'sekop', 'jalan', 'salju', 'selamat', 'nataru']",1.0,1.0
5185,"['vaksin', 'booster', 'dibolehin', 'jarak']",1.0,1.0
3819,"['tunggu', 'vaksin', 'booster', 'xbb', 'pakai', 'alas', 'xbc', 'xbd', 'xbe', 'xxx']",1.0,1.0
5649,"['lindung', 'orangorang', 'dekat', 'vaksin', 'booster']",1.0,1.0
3699,"['prokes', 'kunci', 'cegah', 'tular', 'covid', 'vaksin', 'booster', 'abai', 'prokes', 'covid', 'varian', 'xbb', 'indonesia', 'waspada', 'prokes']",1.0,1.0
625,"['lee', 'heeseung', 'tidakapa-apa', 'buru', 'takut', 'vaksin', 'booster']",1.0,1.0
5022,"['aman', 'semenjak', 'habis', 'vaksin', 'booster', 'pas', 'pilek']",1.0,1.0
1654,"['covid', 'vaksin', 'booster', 'ayo', 'lupa', 'terap', 'protokol', 'sehat']",1.0,1.0
1634,"['bhabinsa', 'candi', 'pringkuku', 'laksana', 'silaturahmi', 'sambang', 'kunjung', 'ajak', 'warga', 'vaksin', 'booster', 'vaksin', 'cegah', 'lonjak', 'covid', 'pacitan']",1.0,1.0
4507,"['kaya', 'jual', 'pas', 'musim', 'ujan', 'ayo', 'jasa', 'tembak', 'vaksin', 'kdosis', 'vaksin', 'booster', 'booster', 'sinopharm']",1.0,1.0
1295,"['bytheway', 'booster', 'tenaga', 'medis', 'khabarnya']",1.0,1.0
2664,"['sedih', 'tolak', 'vaksin', 'booster', 'sedih', 'banget', 'allah']",-1.0,1.0
5656,"['kabar', 'susah', 'cari', 'vaksin', 'booster']",-1.0,-1.0
486,"['kesdam', 'jalan', 'halmahera', 'ria', 'vaksin', 'booster']",1.0,1.0
1770,"['ayo', 'vaksin', 'booster', 'lindung', 'covid', 'tingkat', 'imun']",1.0,1.0
4824,"['tidakapa-apa', 'suicidal', 'pagi', 'vaksin', 'booster', 'jawa', 'grinding', 'kerja', 'kantor', 'cinta']",1.0,1.0
724,"['gerai', 'vaksin', 'booster', 'buka', 'kalideres', 'fasilitas', 'tumpang', 'libur', 'natal']",1.0,1.0
765,"['stasiun', 'tawang', 'sedia', 'sentra', 'vaksin', 'booster']",1.0,1.0
286,"['gejala', 'covid', 'muncul', 'vaksin', 'booster']",1.0,1.0
4522,"['informasi', 'stasiun', 'nyediain', 'vaksin', 'booster']",1.0,1.0
4863,"['maaf', 'artikel', 'stasiun', 'gambir', 'pasar', 'senen', 'buka', 'vaksin', 'booster']",1.0,1.0
3390,"['informasi', 'vaksin', 'booster', 'denpasar', 'keliling', 'kosong', 'stok', 'help', 'terbang', 'domestik']",-1.0,-1.0
307,"['perkara', 'vaksin', 'booster', 'senggama', 'banget', 'ribet', 'anjggg', 'bingung']",-1.0,-1.0
4917,"['selamat', 'pagi', 'admin', 'stasiun', 'gambir', 'sedia', 'vaksin', 'booster', 'terima', 'kasih']",1.0,1.0
3226,"['pesawat', 'wajib', 'vaksin', 'booster', 'gajadi', 'berangkat', 'passes', 'kepake', 'tertawa']",-1.0,-1.0
254,"['vaksin', 'booster', 'orangorang', 'jalan', 'penting', 'sehat']",1.0,1.0
4400,"['masaah', 'vaksin', 'booster', 'jabar', 'vaskin', 'booster', 'kosong', 'dinkes', 'pusat', 'vaksin', 'booster', 'lampirin', 'tes', 'antigenpcr', 'ganti']",1.0,1.0
3978,"['vaksin', 'booster', 'kakak', 'antarkota', 'makan', 'odeng', 'jakarta', 'kota', 'pergi', 'komuter', 'kakak', 'antarkota', 'pasti', 'vaksin', 'booster']",1.0,1.0
4604,"['takut', 'digibeng', 'mbak', 'raia', 'tidakapa-apa', 'vaksin', 'booster']",1.0,1.0
3102,"['ayo', 'disiplin', 'prokes', 'vaksin', 'booster']",1.0,1.0
2045,"['hatihati', 'temu', 'hindar', 'selamat', 'vaksin', 'booster']",1.0,1.0
5362,"['informasi', 'vaksin', 'booster', 'daerah']",1.0,1.0
1647,"['pasuk', 'endemi', 'jaga', 'prokes', 'jalan', 'vaksin', 'booster', 'waspada', 'covid']",1.0,1.0
3975,"['tanggal', 'nyamperin', 'hun', 'vaksin', 'booster']",-1.0,-1.0
5017,"['patuh', 'prokes', 'abai', 'vaksin', 'booster', 'vaksinasi', 'covid', 'guna', 'cipta', 'kebal', 'tubuh', 'tangkal', 'sebar', 'virus', 'covid', 'varian']",-1.0,-1.0
1438,"['terima', 'kasih', 'hubung', 'kai', 'jurus', 'alam', 'barzah', 'dewasa', 'kai', 'wajib', 'vaksin', 'booster', 'anakanak', 'wajib', 'minimal', 'dosis', 'vaksin', 'terima', 'kasih', 'serius']",1.0,-1.0
71,"['mudah', 'colong', 'contoh', 'nik', 'vaksin', 'booster', 'daftar', 'booster', 'perihal', 'password', 'rumit', 'indonesia', 'maaf', 'gagapteknologi', 'lupa', 'password', 'anak', 'muda', 'orangtua']",-1.0,1.0
5050,"['pemerintahkota', 'semarang', 'relokasi', 'vaksin', 'booster', 'malang']",-1.0,-1.0
711,"['males', 'baca', 'umum', 'situ', 'salah', 'situ', 'marah', 'vaksin', 'booster', 'sakit', 'bawa', 'umum', 'vaksinbooster', 'nunjukin', 'hasil', 'antigenpcr']",-1.0,1.0
3615,"['teman', 'nonton', 'des', 'wajib', 'vaksin', 'booster', 'banget', 'nonton', 'booster', 'jakarta', 'tambah', 'izin', 'orangtua', 'susah', 'orangtua', 'ku', 'ngebolehin', 'berangkat', 'mreka', 'tidakmau', 'nemenin', 'jakarta']",-1.0,-1.0
1020,"['waspada', 'varian', 'xbb', 'cegah', 'covid', 'beri', 'vaksin', 'booster', 'lindung', 'tambah', 'kelompok', 'lanjutusia', 'kurang', 'tingkat', 'parah', 'mati', 'akibat', 'covid']",1.0,1.0
5747,"['informasi', 'vaksin', 'booster', 'kota', 'denpasar', 'bal']",1.0,1.0
3871,"['butuh', 'sertifikat', 'tidakmau', 'vaksin', 'booster', 'badan', 'sakit']",-1.0,-1.0
5754,"['siang', 'syarat', 'kakak', 'lokal', 'penatarandhoho', 'wajib', 'vaksin', 'booster', 'hasil', 'pcrantigen']",1.0,1.0
737,"['anjing', 'suntik', 'difteri', 'suntik', 'side', 'effectnya', 'parah', 'vaksin', 'booster', 'kalah', 'banding', 'suntik', 'difteri', 'plis', 'sakit', 'banget', 'linu', 'meriang', 'demam', 'banget']",-1.0,-1.0
1729,"['covid', 'kurang', 'tetep', 'pakai', 'ikut', 'protokol', 'sehat', 'lupa', 'vaksin', 'booster']",-1.0,1.0
4055,"['vaksin', 'booster', 'sulit', 'warga', 'vaksin', 'pangkalpinang', 'mingu', 'kosong', 'cek', 'kosong', 'ditny', 'tidaktahu', 'kabar', 'tlg', 'perhati']",-1.0,-1.0
1756,"['stay', 'safestay', 'healthy', 'jaga', 'sehat', 'pakai', 'cuci', 'tangan', 'jaga', 'jarak', 'vaksin', 'booster', 'teman', 'teman']",1.0,1.0
5752,"['informasi', 'vaksin', 'booster', 'jogja']",1.0,1.0
2409,"['nyesel', 'vaksin', 'booster', 'badan', 'down', 'melulu', 'woeeee']",-1.0,-1.0
4945,"['butuh', 'jasa', 'tembak', 'vaksin', 'booster', 'gercep', 'murah', 'thank']",1.0,-1.0
2288,"['terima', 'vaksin', 'booster']",1.0,1.0
2865,"['public', 'holiday', 'niat', 'jalan', 'pagi', 'suami', 'covid', 'efek', 'vaksin', 'booster', 'sakit', 'bad', 'masak', 'sanggup', 'bangun', 'keliengan']",-1.0,-1.0
2417,"['daftar', 'vaksin', 'booster', 'lanjutusia']",1.0,1.0
3815,"['ayo', 'vaksin', 'booster', 'unisma', 'besok']",1.0,1.0
978,"['sertifikat', 'vaksin', 'booster', 'muncul', 'kertas', 'bukti']",-1.0,-1.0
1223,"['syarat', 'mudik', 'lebaran', 'vaksin', 'booster']",-1.0,-1.0
5040,"['wajib', 'vaksin', 'booster']",-1.0,-1.0
5601,"['bytheway', 'kabar', 'vaksin', 'booster', 'masyarakat', 'vaksin', 'booster', 'sabar', 'far', 'nakes', 'jarak', 'tahun', 'keduanyaaa']",1.0,1.0
2951,"['sebagaiberikut', 'vaksin', 'booster', 'bells', 'parsy', 'sial', 'undi', 'pn']",-1.0,1.0
5209,"['informasi', 'vaksin', 'booster', 'bekas', 'kota', 'jaktim', 'jakpus', 'urgent']",-1.0,-1.0
344,"['pos', 'aman', 'ops', 'lilin', 'toba', 'pusat', 'pasar', 'gelar', 'vaksin', 'booster', 'warga', 'mudik', 'sidikalang', 'kota', 'akp', 'sukanto', 'berutush', 'gelar', 'giat', 'layan', 'vaksin', 'warga', 'mudik', 'pos', 'aman', 'pusat', 'pasar', 'ops', 'lilin', 'toba']",1.0,1.0
5455,"['sehat', 'jaga', 'vaksin', 'booster', 'lhoo', 'banget']",1.0,1.0
911,"['ppkm', 'level', 'kondisi', 'ijo', 'tekan', 'vaksin', 'booster', 'persentasinya', 'duduk', 'booster']",1.0,-1.0
1513,"['disiplin', 'terap', 'prokes', 'cegah', 'sebar', 'covid', 'omicron', 'varian', 'mudah', 'tular', 'prokes', 'vaksin', 'booster']",1.0,1.0
47,"['pesawat', 'wajib', 'vaksin', 'booster', 'kh']",-1.0,-1.0
2303,"['vaksin', 'booster', 'cepat', 'tingkat', 'kebal', 'komunal', 'ayo', 'vaksin']",1.0,1.0
5123,"['hhhhhmmmmmm', 'fakta', 'mbak', 'ratus', 'surat', 'lamar', 'baca', 'modal', 'nekat', 'pasti', 'terima', 'syarat', 'tambah', 'vaksin', 'booster', 'vaksin', 'barang']",1.0,1.0
443,"['juta', 'masyarakat', 'suntik', 'vaksin', 'booster']",1.0,1.0
5007,"['ada', 'ydari', 'jogjategal', 'tegalprupuk', 'cirebon', 'syarat', 'vaksin', 'booster']",1.0,1.0
5617,"['dampak', 'tolak', 'nakes', 'cerita', 'lompat', 'vaksin', 'booster']",-1.0,-1.0
4747,"['selamat', 'siang', 'kaksesuai', 'kemenhub', 'nomor', 'tanggal', 'agustus', 'calon', 'tumpang', 'kakak', 'jarak', 'usia', 'wajib', 'vaksin', 'booster']",1.0,1.0
5874,"['informasi', 'vaksin', 'booster', 'moderna']",1.0,1.0
2942,"['dokter', 'vaksin', 'boosterdosis', 'awam', 'jalan', 'sudsh', 'booster', 'layak', 'supermanwonderwoman']",1.0,1.0
4550,"['cegah', 'covid', 'lonjak', 'ketua', 'dewanperwakilanrakyat', 'puan', 'maharani', 'ingat', 'cakup', 'vaksin', 'booster', 'tingkat']",1.0,1.0
4728,"['tenang', 'vaksin', 'booster']",1.0,1.0
2215,"['panikkk', 'vaksin', 'booster', 'anjirr', 'minimal', 'booster']",-1.0,-1.0
1055,"['besok', 'niat', 'vaksin', 'booster', 'gara-gara', 'konser', 'wajib', 'booster', 'tidur', 'seram', 'tidur', 'shubuh']",-1.0,-1.0
848,"['vaksin', 'booster', 'lupa', 'terap', 'protokol', 'sehat', 'putus', 'sebar', 'covid', 'varian', 'omicron', 'informasi', 'bagus']",1.0,1.0
5197,"['informasi', 'vaksin', 'booster', 'sg', 'ready', 'nengndi']",1.0,1.0
3323,"['soal', 'serius', 'vaksin', 'booster', 'protect', 'variant', 'covid']",-1.0,-1.0
1084,"['wta', 'anak', 'jarak', 'wajib', 'vaksin', 'booster']",-1.0,-1.0
3656,"['night', 'hill', 'habis', 'vaksin', 'booster', 'hbuu']",1.0,1.0
5532,"['braw', 'rencana', 'booster', 'vaksin', 'booster']",1.0,1.0
4220,"['rek', 'informasi', 'vaksin', 'booster', 'sedia', 'mojokerto', 'info']",1.0,1.0
5880,"['selamat', 'pagi', 'maaf', 'syarat', 'hasil', 'negatif', 'rtpcrantigen', 'hapus', 'vaksin', 'booster', 'railmin', 'saran', 'laku', 'sesuai', 'atur', 'laku', 'berangkat', 'agustus']",1.0,1.0
1095,"['pasti', 'sebar', 'covid', 'henti', 'vaksin', 'booster', 'gelar', 'terima', 'booster', 'vaksin', 'indovac']",1.0,1.0
776,"['izin', 'orgtua', 'dukung', 'vaksin', 'booster', 'krena', 'pulang', 'mesti', 'pakai', 'kreta', 'wajib', 'booster', 'pengin', 'banget', 'ketemu', 'bong', 'kesini', 'kayak', 'susah', 'ketemu', 'sibuk', 'nyelesain', 'kuliah', 'skrng', 'kya', 'butuh', 'energi', 'positif', 'mreka']",-1.0,-1.0
5600,"['habis', 'vaksin', 'booster', 'tangan', 'gel', 'weh']",1.0,1.0
183,"['wajib', 'vaksin', 'booster', 'dosis']",-1.0,-1.0
2960,"['masyarakat', 'vaksinasi', 'kendala', 'akibat', 'padat', 'aktivitas', 'daftar', 'vaksin', 'booster', 'sabtuminggu', 'jabodetabek']",1.0,1.0
3994,"['disiplin', 'prokes', 'vaksin', 'booster', 'sebar', 'covid', 'cegah', 'covid', 'varian', 'xxb', 'indonesia', 'abai', 'prokes', 'waspada']",1.0,1.0
5574,"['informasi', 'vaksin', 'booster', 'sinoparm', 'wilayah', 'diy']",1.0,1.0
